model,layer,relative_depth,boundary_type,evaluated_on,boundary_norm,boundary_stability,boundary_entropy,boundary_max_prob,fisher_info,hessian_curvature,jac_amplification,grad_blockage,grad_alignment,vocab_alignment,betti_0,betti_1
llama3.2-3B-it,17,0.6071428571428571,Impossible,Impossible,6.815020573237246,0.9179080975452032,11.75,8.940696716308594e-06,0.28833743648882193,0.024752256814322828,1.18505859375,0.0516335949068889,0.024722486559767276,0.240234375,148,0
llama3.2-3B-it,17,0.6071428571428571,Impossible,Factual,6.815020573237246,0.9179080975452032,11.75,8.940696716308594e-06,0.15296207196100575,0.012300910676559773,1.1640625,0.10438843863084912,0.09504971920978278,0.240234375,125,0
llama3.2-3B-it,17,0.6071428571428571,Hallucination,Hallucination,5.001352608658008,0.931126265907114,11.75,8.52346420288086e-06,0.2619491031956359,0.015164917511010486,1.11767578125,0.03553545696195215,0.04925477463984862,0.251953125,142,0
llama3.2-3B-it,17,0.6071428571428571,Hallucination,Factual,5.001352608658008,0.931126265907114,11.75,8.52346420288086e-06,0.16844497367092812,0.01082660649794926,1.13330078125,0.06282738572917879,0.06849691283423454,0.251953125,129,1
llama3.2-3B-it,18,0.6428571428571429,Impossible,Impossible,7.454166787650723,0.9121073091930645,11.75,9.000301361083984e-06,0.2581512535044792,0.012718063333521405,1.21435546875,0.05574546370189637,0.03175619785906747,0.2451171875,160,0
llama3.2-3B-it,18,0.6428571428571429,Impossible,Factual,7.454166787650723,0.9121073091930645,11.75,9.000301361083984e-06,0.13659894990648105,0.01441864276473706,1.154296875,0.10859301825985312,0.09139424026943743,0.2451171875,134,0
llama3.2-3B-it,18,0.6428571428571429,Hallucination,Hallucination,5.289176142861314,0.9380558957442263,11.75,8.52346420288086e-06,0.23676613676726646,0.014461047593774859,1.11083984375,0.03953451034612954,0.05217980110319331,0.2578125,159,0
llama3.2-3B-it,18,0.6428571428571429,Hallucination,Factual,5.289176142861314,0.9380558957442263,11.75,8.52346420288086e-06,0.17046419592674336,0.011737155305584175,1.13330078125,0.07126880460418761,0.06619938008952886,0.2578125,135,0
llama3.2-3B-it,19,0.6785714285714286,Impossible,Impossible,8.762368408508978,0.889988602758792,11.75,9.417533874511719e-06,0.22909375803255644,0.013081815685188743,1.20654296875,0.05601050890982151,0.03066134819528088,0.271484375,161,0
llama3.2-3B-it,19,0.6785714285714286,Impossible,Factual,8.762368408508978,0.889988602758792,11.75,9.417533874511719e-06,0.12760082703357925,0.013533388678791228,1.17626953125,0.10495193116366863,0.0968240243382752,0.271484375,139,1
llama3.2-3B-it,19,0.6785714285714286,Hallucination,Hallucination,6.522001956139289,0.911254283092493,11.75,8.64267349243164e-06,0.21940828576558274,0.010989243707926064,1.22314453125,0.0364773174514994,0.0434668863308616,0.29296875,158,0
llama3.2-3B-it,19,0.6785714285714286,Hallucination,Factual,6.522001956139289,0.911254283092493,11.75,8.64267349243164e-06,0.1339128189553047,0.010941623989367879,1.20361328125,0.06939625553786755,0.06958747375756502,0.29296875,133,1
llama3.2-3B-it,20,0.7142857142857143,Impossible,Impossible,9.776675677610848,0.945898910701114,11.75,9.238719940185547e-06,0.17394953925556236,0.012681791036447048,1.185546875,0.05780064011923969,0.03385391357005574,0.29296875,170,0
llama3.2-3B-it,20,0.7142857142857143,Impossible,Factual,9.776675677610848,0.945898910701114,11.75,9.238719940185547e-06,0.11141866029025062,0.012345983221884356,1.32568359375,0.10944660240784287,0.09691127436235547,0.29296875,150,0
llama3.2-3B-it,20,0.7142857142857143,Hallucination,Hallucination,7.59228803243509,0.9494574315234658,11.75,8.64267349243164e-06,0.20939764525835206,0.018586288223767386,1.228515625,0.03383149823639542,0.03942888998426497,0.31640625,169,0
llama3.2-3B-it,20,0.7142857142857143,Hallucination,Factual,7.59228803243509,0.9494574315234658,11.75,8.64267349243164e-06,0.09923342652399807,0.008285457054757776,1.330078125,0.07489712303504348,0.07081886637024581,0.31640625,140,0
llama3.2-3B-it,21,0.75,Impossible,Impossible,11.104580536250111,0.95320226766081,11.75,9.059906005859375e-06,0.14348617876973674,0.01195105892866455,1.16015625,0.05288407113403082,0.026981446251738816,0.30859375,171,0
llama3.2-3B-it,21,0.75,Impossible,Factual,11.104580536250111,0.95320226766081,11.75,9.059906005859375e-06,0.11094001341822887,0.012781458845862305,1.22021484375,0.10685089975595474,0.09537982218898833,0.30859375,186,0
llama3.2-3B-it,21,0.75,Hallucination,Hallucination,8.650756909657124,0.9689829223469255,11.75,8.58306884765625e-06,0.18617282371556815,0.014335652529414619,1.15673828125,0.03304240282159299,0.04386955173686147,0.337890625,166,0
llama3.2-3B-it,21,0.75,Hallucination,Factual,8.650756909657124,0.9689829223469255,11.75,8.58306884765625e-06,0.10270244470056368,0.007900761669652447,1.21240234375,0.06807135045528412,0.0688100231345743,0.337890625,177,0
