model,layer,relative_depth,bucket,attn_entropy,attn_sink,res_proj_Impossible,attn_align_Impossible,mlp_align_Impossible,res_proj_Hallucination,attn_align_Hallucination,mlp_align_Hallucination,res_norm,logit_entropy,logit_conf
qwen2.5-7B,5,0.17857142857142858,Impossible,0.7453046875,0.7617421875,-2.157138671875,-0.12451953125,0.06512408447265625,1.62871875,-0.0449541015625,0.1030625,26.534,,
qwen2.5-7B,6,0.21428571428571427,Factual,0.8478984375,0.7495078125,-2.59190625,-0.080806640625,-0.118125,-3.3472109375,-0.11770703125,-0.1284658203125,33.406,11.315,0.0006409149169921875
qwen2.5-7B,6,0.21428571428571427,Hallucinations,0.916203125,0.7347421875,-1.11976953125,-0.065138671875,-0.07247329711914062,-0.219751953125,-0.07703125,-0.03649407958984375,33.388,11.274,0.00069287109375
qwen2.5-7B,6,0.21428571428571427,Impossible,0.860046875,0.7426171875,1.0216611328125,-0.03048406982421875,-0.01232867431640625,-1.64576953125,-0.09690625,-0.0758525390625,33.448,11.2585,0.000735107421875
qwen2.5-7B,7,0.25,Factual,1.174140625,0.6489375,-6.175125,-0.13644921875,-0.1910703125,-8.960125,-0.2578203125,-0.18941015625,38.042,,
qwen2.5-7B,7,0.25,Hallucinations,1.228828125,0.64159375,-4.13778125,-0.1040546875,-0.144001953125,-4.711125,-0.1830703125,-0.0934765625,37.534,,
qwen2.5-7B,7,0.25,Impossible,1.1516640625,0.6597890625,-1.1324453125,-0.0499649658203125,-0.065939208984375,-6.543,-0.21678125,-0.13708984375,37.802,,
qwen2.5-7B,8,0.2857142857142857,Factual,1.0166015625,0.638203125,-8.105625,-0.1379296875,-0.12590283203125,-8.29275,-0.2101484375,-0.10471875,46.432,10.787,0.002551025390625
qwen2.5-7B,8,0.2857142857142857,Hallucinations,1.04784375,0.64496875,-4.89578125,-0.097119140625,-0.065931396484375,-2.080201171875,-0.127453125,0.005023681640625,46.16,10.7335,0.00262188720703125
qwen2.5-7B,8,0.2857142857142857,Impossible,1.0023828125,0.6455390625,-0.5807958984375,-0.0366744384765625,0.02062725830078125,-4.4039375,-0.157953125,-0.035537841796875,46.184,10.8015,0.00217950439453125
qwen2.5-7B,9,0.32142857142857145,Factual,1.103765625,0.61084375,-7.93175,-0.2235546875,0.0316248779296875,-6.848625,-0.232234375,0.0916728515625,51.136,,
qwen2.5-7B,9,0.32142857142857145,Hallucinations,1.1353359375,0.61946875,-4.290359375,-0.17329296875,0.064956787109375,-0.33115234375,-0.14201953125,0.15088671875,51.234,,
qwen2.5-7B,9,0.32142857142857145,Impossible,1.1108359375,0.613015625,0.13916455078125,-0.114384765625,0.122939453125,-2.33525390625,-0.17041015625,0.13479296875,51.122,,
qwen2.5-7B,10,0.35714285714285715,Factual,0.95078125,0.678828125,-8.02975,-0.17691015625,-0.09542529296875,-9.426,-0.166484375,-0.0594716796875,50.06,9.8275,0.01357763671875
qwen2.5-7B,10,0.35714285714285715,Hallucinations,0.9950546875,0.6587421875,-4.408828125,-0.1190029296875,-0.050389404296875,-3.01279296875,-0.0671826171875,0.0144930419921875,49.836,9.9,0.01145458984375
qwen2.5-7B,10,0.35714285714285715,Impossible,0.9462890625,0.67246875,-0.2180703125,-0.0463973388671875,-0.0111619873046875,-5.017625,-0.09718359375,-0.006636474609375,50.062,9.7495,0.01372802734375
qwen2.5-7B,11,0.39285714285714285,Factual,1.0021328125,0.65396875,-4.58596875,-0.144921875,-0.08023773193359375,-12.748,-0.1873671875,-0.178265625,55.462,,
qwen2.5-7B,11,0.39285714285714285,Hallucinations,1.0867734375,0.62340625,-0.6413203125,-0.083427490234375,-0.037579345703125,-5.960625,-0.0847421875,-0.1016015625,54.91,,
qwen2.5-7B,11,0.39285714285714285,Impossible,0.9983203125,0.6558515625,3.662,-0.012647918701171875,0.01286212158203125,-7.956,-0.115171875,-0.1182578125,56.056,,
qwen2.5-7B,12,0.42857142857142855,Factual,1.21475,0.59275,-13.79575,-0.20659765625,-0.1884765625,-15.6565,-0.1945078125,-0.2035625,58.096,8.003,0.054384765625
qwen2.5-7B,12,0.42857142857142855,Hallucinations,1.309734375,0.5751171875,-8.9935,-0.1368671875,-0.134783203125,-8.0965,-0.087734375,-0.11187109375,57.194,8.209,0.044888671875
qwen2.5-7B,12,0.42857142857142855,Impossible,1.1869375,0.6108046875,-4.811171875,-0.0711151123046875,-0.092607421875,-9.93925,-0.12015625,-0.1262265625,57.23,7.8625,0.056140625
qwen2.5-7B,13,0.4642857142857143,Factual,1.334015625,0.5016484375,1.45230078125,-0.117784912109375,-0.025091033935546875,-8.161875,-0.17234375,-0.045320953369140625,58.732,,
qwen2.5-7B,13,0.4642857142857143,Hallucinations,1.460703125,0.46744140625,6.3005,-0.0420316162109375,0.0262943115234375,-0.397484375,-0.046620849609375,0.0190146484375,59.044,,
qwen2.5-7B,13,0.4642857142857143,Impossible,1.333359375,0.488703125,11.0925,0.0287572021484375,0.0858046875,-2.1385390625,-0.07794140625,0.01712066650390625,60.498,,
